Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Office,District,Primary Outcome,Runoff Outcome,clean_name,Party,name,office,party,state,district,candidate_status,incumbent_challenge,first_file_date,receipts,disbursements,cash_on_hand_end_period,debts_owed_by_committee,Congress Type
Bruce O'Connell,Male,White,,,No,Yes,North Carolina,Representative,11,Lost,,Bruce O'Connell,REP,"O'CONNELL, BRUCE HARRIS MR.",H,REP,NC,11.0,N,C,2021-06-11,0.0,0.0,0.0,0.0,House
Kristie Sluder,Female,White,,,No,Yes,North Carolina,Representative,11,Lost,,Kristie Sluder,REP,"SLUDER, KRISTIE",H,REP,NC,11.0,N,C,,0.0,0.0,0.0,0.0,House
Michele V. Woodhouse,Female,White,,,No,Yes,North Carolina,Representative,11,Lost,,Michele Woodhouse,REP,"WOODHOUSE, MICHELE V",H,REP,NC,11.0,C,C,2021-11-19,121860.12,121837.36,22.76,17614.8,House
Matthew Burril,Male,White,,,No,Yes,North Carolina,Representative,11,Lost,,Matthew Burril,REP,"BURRIL, MATTHEW",H,REP,NC,11.0,C,C,2019-12-31,500283.76,500283.76,0.0,0.0,House
Andrew Huffman,Male,White,,,No,No,North Carolina,Representative,12,Lost,,Andrew Huffman,REP,"HUFFMAN, ANDREW",H,REP,NC,12.0,N,C,,0.0,0.0,0.0,0.0,House
Nalini Joseph,Female,Asian (Indian),,,No,No,North Carolina,Representative,12,Lost,,Nalini Joseph,REP,"JOSEPH, NALINI",H,REP,NC,12.0,C,C,2022-05-23,5000.0,3897.21,4675.09,0.0,House
Tyler Lee,Male,White,,,No,No,North Carolina,Representative,12,Won,,Tyler Lee,REP,"LEE, TYLER",H,REP,NC,12.0,C,C,2021-04-16,211748.03,210528.26,1219.77,23056.78,House
Kelly Kathleen Daughtry,Female,White,,,No,No,North Carolina,Representative,13,Lost,,Kelly Daughtry,REP,"DAUGHTRY, KELLY",H,REP,NC,13.0,C,O,2021-12-14,3575112.25,3575112.25,0.0,0.0,House
Renee Ellmers,Female,White,,,No,No,North Carolina,Representative,13,Lost,,Renee Ellmers,REP,"ELLMERS, RENEE JACISIN",H,REP,NC,13.0,C,O,2009-12-10,91536.41,91164.91,371.5,102500.0,House
Kent Keirsey,Male,White,,,No,No,North Carolina,Representative,13,Lost,,Kent Keirsey,REP,"KEIRSEY, KENT",H,REP,NC,13.0,C,O,2021-10-05,948949.72,948949.72,0.0,0.0,House
Jessica Morel,Female,White,,,No,No,North Carolina,Representative,13,Lost,,Jessica Morel,REP,"MOREL, JESSICA",H,REP,NC,13.0,C,O,2022-03-11,11708.5,4132.5,76.0,0.0,House
Chad Slotta,Male,White,,,No,No,North Carolina,Representative,13,Lost,,Chad Slotta,REP,"SLOTTA, CHAD",H,REP,NC,13.0,C,C,2021-11-29,417416.0,416532.0,884.0,349825.89,House
Kevin Alan Wolff,Male,White,,,No,No,North Carolina,Representative,13,Lost,,Kevin Wolff,REP,"WOLFF, KEVIN ALAN",H,REP,NC,13.0,N,O,,0.0,0.0,0.0,0.0,House
DeVan Barbour,Male,White,,,No,No,North Carolina,Representative,13,Lost,,Devan Barbour,REP,"BARBOUR, DEVAN IV",H,REP,NC,13.0,C,O,2021-11-16,500475.33,489077.89,11397.44,182810.0,House
Pat Harrigan,Male,White,,,No,No,North Carolina,Representative,14,Won,,Pat Harrigan,REP,"HARRIGAN, PAT",H,UNK,NC,14.0,C,O,2022-01-24,876228.11,802180.5,74047.61,50000.0,House
Jonathan Simpson,Male,White,,,No,No,North Carolina,Representative,14,Lost,,Jonathan Simpson,REP,"SIMPSON, JONATHAN DAVID",H,REP,NC,14.0,N,O,2022-02-26,0.0,0.0,0.0,0.0,House
Kathy Barnette,Female,Black,,,No,No,Pennsylvania,Senator,,Lost,,Kathy Barnette,REP,"BARNETTE, KATHY",S,REP,PA,0.0,C,O,2021-04-07,2620371.33,2501412.93,234707.4,19592.17,Senate
Mehmet Oz,Male,Middle Eastern (Turkish),,,No,No,Pennsylvania,Senator,,Won,,Mehmet Oz,REP,"OZ, MEHMET DR",S,REP,PA,0.0,C,O,2021-11-30,51080108.65,49392954.65,1687154.0,27078782.81,Senate
George Bochetto,Male,White,,,No,No,Pennsylvania,Senator,,Lost,,George Bochetto,REP,"BOCHETTO, GEORGE",S,REP,PA,0.0,C,O,2022-02-08,929912.59,929912.59,0.0,634294.59,Senate
Dave McCormick,Male,White,,,No,No,Pennsylvania,Senator,,Lost,,Dave Mccormick,REP,"MCCORMICK, DAVE",S,REP,PA,0.0,C,O,2022-01-12,20310511.81,20302691.28,7820.53,14734980.21,Senate
Sean Gale,Male,White,,,No,No,Pennsylvania,Senator,,Lost,,Sean Gale,REP,"GALE, SEAN",S,REP,PA,0.0,C,O,2021-02-16,55099.43,55099.43,0.0,0.0,Senate
Carla Sands,Female,White,,,No,No,Pennsylvania,Senator,,Lost,,Carla Sands,REP,"SANDS, CARLA H",S,REP,PA,0.0,C,O,2021-07-02,8856510.67,8856510.67,0.0,0.0,Senate
Alex Entin,Male,White,,,No,Yes,Pennsylvania,Representative,1,Lost,,Alex Entin,REP,"ENTIN, ALEX",H,REP,PA,1.0,C,C,2022-02-04,19577.06,19577.06,0.0,0.0,House
Brian Fitzpatrick,Male,White,,,Yes,No,Pennsylvania,Representative,1,Won,,Brian Fitzpatrick,REP,"FITZPATRICK, BRIAN",H,REP,PA,1.0,C,I,2016-01-28,4560231.74,3148642.09,1459914.25,62747.5,House
Christian Nascimento,Male,White,,,No,No,Pennsylvania,Representative,4,Won,,Christian Nascimento,REP,"NASCIMENTO, CHRISTIAN",H,REP,PA,4.0,C,C,2021-08-09,239390.88,237960.54,1430.34,0.0,House
David Galluch,Male,White,,,No,No,Pennsylvania,Representative,5,Won,,David Galluch,REP,"GALLUCH, DAVID",H,REP,PA,5.0,C,C,2021-04-28,747056.83,734779.14,12277.69,0.0,House
Regina Mauro,Female,Latino (Cuban),,,No,No,Pennsylvania,Representative,6,Lost,,Regina Mauro,REP,"MAURO, REGINA",H,REP,PA,6.0,C,C,2022-01-16,59275.18,59275.18,0.0,28434.48,House
Ron Vogel,Male,White,,,No,No,Pennsylvania,Representative,6,Lost,,Ron Vogel,REP,"VOGEL, RON",H,REP,PA,6.0,C,C,2022-01-09,299950.21,299950.21,0.0,0.0,House
Steve Fanelli,Male,White,,,No,No,Pennsylvania,Representative,6,Lost,,Steve Fanelli,REP,"FANELLI, STEVE",H,REP,PA,6.0,C,C,2021-06-24,937221.66,937221.66,0.0,0.0,House
Guy Ciarrocchi,Male,White,,,No,No,Pennsylvania,Representative,6,Won,,Guy Ciarrocchi,REP,"CIARROCCHI, GUY",H,REP,PA,6.0,C,C,2022-02-25,1038552.06,1038514.19,37.87,0.0,House
Kevin Dellicker,Male,White,,,No,No,Pennsylvania,Representative,7,Lost,,Kevin Dellicker,REP,"DELLICKER, KEVIN",H,REP,PA,7.0,C,C,2021-07-01,233027.19,231514.99,1512.2,71800.0,House
Lisa Scheller,Female,White,,,No,No,Pennsylvania,Representative,7,Won,,Lisa Scheller,REP,"SCHELLER, LISA",H,REP,PA,7.0,C,C,2019-10-14,6354578.69,6432421.56,2737.49,3418000.0,House
Jim Bognet,Male,White,,,No,No,Pennsylvania,Representative,8,Won,,Jim Bognet,REP,"BOGNET, JIM",H,REP,PA,8.0,C,C,2020-01-22,3017514.63,3054918.96,96082.57,6000.0,House
Scott Perry,Male,White,,,Yes,No,Pennsylvania,Representative,10,Won,,Scott Perry,REP,"PERRY, SCOTT",H,REP,PA,10.0,C,I,2012-01-23,3043768.91,3038350.12,173118.49,253919.44,House
Lloyd K. Smucker,Male,White,,,Yes,No,Pennsylvania,Representative,11,Won,,Lloyd Smucker,REP,"SMUCKER, LLOYD K.",H,REP,PA,11.0,C,I,2015-12-22,1560516.69,1377468.04,879823.65,0.0,House
John Joyce,Male,White,,,Yes,No,Pennsylvania,Representative,13,Won,,John Joyce,REP,"JOYCE, JOHN",H,REP,PA,13.0,C,I,2018-03-22,1525290.3,432003.62,1812169.31,906423.0,House
Guy Reschenthaler,Male,White,,,Yes,No,Pennsylvania,Representative,14,Won,,Guy Reschenthaler,REP,"RESCHENTHALER, GUY MR.",H,REP,PA,14.0,C,I,2017-10-12,1998845.21,2181930.15,504494.68,0.0,House
"Glenn ""GT"" Thompson",Male,White,,,Yes,No,Pennsylvania,Representative,15,Won,,Glenn Thompson,REP,"THOMPSON, GLENN MR.",H,REP,PA,15.0,C,I,2008-01-29,2692356.32,2431756.89,353776.05,0.0,House
Jeremy Shaffer,Male,White,,,No,No,Pennsylvania,Representative,17,Won,,Jeremy Shaffer,REP,"SHAFFER, JEREMY",H,REP,PA,17.0,C,O,2022-02-03,2786043.66,2721426.5,64617.16,1000000.0,House
Jason Killmeyer,Male,White,,,No,No,Pennsylvania,Representative,17,Lost,,Jason Killmeyer,REP,"KILLMEYER, JASON",H,REP,PA,17.0,C,O,2022-02-11,177329.75,177329.75,0.0,129783.97,House
Kathy Coder,Female,White,,,No,No,Pennsylvania,Representative,17,Lost,,Kathy Coder,REP,"CODER, KATHY",H,REP,PA,17.0,C,C,2022-04-22,33668.61,33668.61,0.0,0.0,House
Monica Carpio,Female,White,,,No,No,Virginia,Representative,8,Lost,,Monica Carpio,REP,"CARPIO, MONICA",H,REP,VA,8.0,C,C,2021-05-21,9712.75,9319.75,120.31,0.0,House
Jeff Jordan,Male,White,,,No,No,Virginia,Representative,8,Lost,,Jeff Jordan,REP,"JORDAN, JEFF",H,REP,VA,8.0,C,C,2022-02-24,12467.93,12467.93,0.0,11767.93,House
Heerak Kim,Male,Asian (Korean),,,No,No,Virginia,Representative,8,Lost,,Heerak Kim,REP,"KIM, HEERAK CHRISTIAN DR.",H,REP,VA,8.0,C,C,2019-11-26,18400.0,15461.25,3052.8,0.0,House
Karina Lipsman,Female,White,,,No,No,Virginia,Representative,8,Won,,Karina Lipsman,REP,"LIPSMAN, KARINA",H,REP,VA,8.0,C,C,2022-02-02,290981.09,284041.8,6939.29,0.0,House
Kezia Tunnell,Female,White,,,No,No,Virginia,Representative,8,Lost,,Kezia Tunnell,REP,"TUNNELL, KEZIA",H,REP,VA,8.0,C,C,2022-04-12,30689.86,30689.86,0.0,0.0,House
John Beatty,Male,White,,,No,No,Virginia,Representative,10,Lost,,John Beatty,REP,"BEATTY, JOHN",H,REP,VA,10.0,C,C,2021-04-06,74687.66,74687.66,0.0,0.0,House
Hung Cao,Male,Asian (Vietnamese),,,No,No,Virginia,Representative,10,Made runoff,Won,Hung Cao,REP,"CAO, HUNG",H,REP,VA,10.0,C,C,2022-01-26,3304902.6,3212421.81,92480.79,0.0,House
Mike Clancy,Male,White,,,No,No,Virginia,Representative,10,Lost,,Mike Clancy,REP,"CLANCY, MIKE",H,REP,VA,10.0,C,C,2021-09-15,399376.04,399376.04,0.0,0.0,House
Theresa Coates Ellis,Female,White,,,No,No,Virginia,Representative,10,Lost,,Theresa Ellis,REP,"ELLIS, THERESA COATES MS",H,REP,VA,10.0,C,C,2021-08-06,81258.0,81258.0,0.0,0.0,House
John Henley,Male,White,,,No,No,Virginia,Representative,10,Lost,,John Henley,REP,"HENLEY, JOHN ALLEN",H,REP,VA,10.0,C,C,2022-01-11,54290.38,54290.38,0.0,22000.0,House
Jeanine Lawson,Female,White,,,No,No,Virginia,Representative,10,Made runoff,Lost,Jeanine Lawson,REP,"LAWSON, JEANINE M.",H,REP,VA,10.0,C,C,2021-07-14,1011676.39,1011676.39,0.0,0.0,House
Caleb Max,Male,White,,,No,No,Virginia,Representative,10,Lost,,Caleb Max,REP,"MAX, CALEB J MR",H,REP,VA,10.0,C,C,2022-01-04,237183.4,236682.21,501.19,142875.59,House
Brandon Michon,Male,White,,,No,No,Virginia,Representative,10,Made runoff,Lost,Brandon Michon,REP,"MICHON, BRANDON",H,REP,VA,10.0,C,C,2022-01-26,306620.43,306620.43,0.0,0.0,House
Brooke Taylor,Female,White,,,No,No,Virginia,Representative,10,Lost,,Brooke Taylor,REP,"TAYLOR, BROOKE",H,REP,VA,10.0,C,C,2022-02-03,65910.25,58858.44,7051.81,0.0,House
Katie Britt,Female,White,,,No,No,Alabama,Senator,,Made runoff,Won,Katie Britt,REP,"BRITT, KATIE BOYD",S,REP,AL,0.0,C,O,2021-06-01,11452928.7,9744197.22,1708731.48,30327.0,Senate
Mo Brooks,Male,White,,,No,No,Alabama,Senator,,Made runoff,Lost,Mo Brooks,REP,"BROOKS, MO",S,REP,AL,0.0,C,O,2017-05-17,3615102.95,4750635.47,1968.66,0.0,Senate
Karla M. DuPriest,Female,Black,,,No,No,Alabama,Senator,,Lost,,Karla Dupriest,REP,"DUPRIEST, KARLA",S,REP,AL,0.0,N,O,2022-01-06,4900.0,4900.0,0.0,0.0,Senate
Jerry Carl,Male,White,,,Yes,No,Alabama,Representative,1,Won,,Jerry Carl,REP,"CARL, JERRY LEE, JR",H,REP,AL,1.0,C,I,2019-02-26,1313718.57,971793.34,453897.82,468238.58,House
Michael T. Joiner,Male,White,,,No,Yes,Alabama,Representative,3,Lost,,Michael Joiner,REP,"JOINER, MICHAEL T",H,REP,AL,3.0,N,C,2022-02-17,500.0,538.99,-38.99,0.0,House
Robert Aderholt,Male,White,,,Yes,No,Alabama,Representative,4,Won,,Robert Aderholt,REP,"ADERHOLT, ROBERT B. REP.",H,REP,AL,4.0,C,I,1996-02-14,1540807.2,1028366.36,1159445.23,0.0,House
John Roberts,Male,White,,,No,No,Alabama,Representative,5,Lost,,John Roberts,REP,"ROBERTS, JOHN",H,REP,AL,5.0,C,O,2021-07-27,167173.32,167173.32,0.0,0.0,House
Paul Sanford,Male,White,,,No,No,Alabama,Representative,5,Lost,,Paul Sanford,REP,"SANFORD, PAUL",H,REP,AL,5.0,C,O,2022-01-30,70308.97,70417.97,0.0,10000.0,House
Dale Strong,Male,White,,,No,No,Alabama,Representative,5,Made runoff,Won,Dale Strong,REP,"STRONG, DALE WHITNEY",H,REP,AL,5.0,C,C,2021-03-24,1994353.59,1975308.27,19045.32,240000.0,House
Casey Wardynski,Male,White,,,No,No,Alabama,Representative,5,Made runoff,Lost,Casey Wardynski,REP,"WARDYNSKI, CASEY",H,REP,AL,5.0,C,O,2021-04-29,777338.34,777338.34,0.0,153000.0,House
Harrison Wright,Male,White,,,No,No,Alabama,Representative,5,Lost,,Harrison Wright,REP,"WRIGHT, HARRISON GAGE WOODARD",H,REP,AL,5.0,N,O,2021-05-12,811.0,0.0,0.0,0.0,House
Gary Palmer,Male,White,,,Yes,No,Alabama,Representative,6,Won,,Gary Palmer,REP,"PALMER, GARY",H,REP,AL,6.0,C,I,2013-10-29,1278902.76,1203524.76,446065.86,0.0,House
Beatrice Nichols,Female,White,,,No,No,Alabama,Representative,7,Won,,Beatrice Nichols,REP,"NICHOLS, BEATRICE JACKSON",H,REP,AL,7.0,C,C,2020-11-05,47728.98,47821.88,75.13,0.0,House
Jan Morgan,Female,White,,,No,Yes,Arkansas,Senator,,Lost,,Jan Morgan,REP,"MORGAN, JAN",S,REP,AR,0.0,C,C,2021-03-05,622788.57,622788.57,0.0,0.0,Senate
Heath Loftis,Male,White,,,No,Yes,Arkansas,Senator,,Lost,,Heath Loftis,REP,"LOFTIS, HEATH PASTOR",S,REP,AR,0.0,C,C,2021-02-08,39678.45,40178.45,0.0,0.0,Senate
Jake Bequette,Male,White,,,No,Yes,Arkansas,Senator,,Lost,,Jake Bequette,REP,"BEQUETTE, JAKE MR.",S,REP,AR,0.0,C,C,2021-07-12,1395154.14,1390350.93,4803.21,14953.71,Senate
Jody Shackelford,Male,White,,,No,Yes,Arkansas,Representative,1,Lost,,Jody Shackelford,REP,"SHACKELFORD, JODY",H,REP,AR,1.0,C,C,2022-02-02,24483.04,21377.52,3105.52,24333.04,House
Brandt Smith,Male,White,,,No,Yes,Arkansas,Representative,1,Lost,,Brandt Smith,REP,"SMITH, BRANDT",H,REP,AR,1.0,C,C,2021-08-31,30450.0,30450.0,0.0,0.0,House
Conrad Reynolds,Male,White,,,No,Yes,Arkansas,Representative,2,Lost,,Conrad Reynolds,REP,"REYNOLDS, CONRAD E",H,REP,AR,2.0,C,C,2021-11-30,127592.04,150763.96,2134.97,21442.67,House
Conrad Reynolds,Male,White,,,No,Yes,Arkansas,Representative,2,Lost,,Conrad Reynolds,REP,"REYNOLDS, CONRAD EARL",H,REP,AR,2.0,N,C,2013-11-22,0.0,0.0,0.0,0.0,House
Steve Womack,Male,White,,,Yes,No,Arkansas,Representative,3,Won,,Steve Womack,REP,"WOMACK, STEVE",H,REP,AR,3.0,C,I,2010-02-22,1664168.78,1083110.59,1944314.89,0.0,House
Neil Robinson Kumar,Male,White,Asian,,No,Yes,Arkansas,Representative,3,Lost,,Neil Kumar,REP,"KUMAR, NEIL",H,REP,AR,3.0,C,C,2021-04-02,110333.24,110333.24,0.0,29539.0,House
Bruce Westerman,Male,White,,,Yes,No,Arkansas,Representative,4,Won,,Bruce Westerman,REP,"WESTERMAN, BRUCE",H,REP,AR,4.0,C,I,2013-08-12,1944291.45,1445546.44,1475551.02,0.0,House
Gary W. Black,Male,White,,,No,No,Georgia,Senator,,Lost,,Gary Black,REP,"BLACK, GARY",S,REP,GA,0.0,C,C,2021-06-04,2030593.18,2028135.7,2457.48,0.0,Senate
Kelvin King,Male,Black,,,No,No,Georgia,Senator,,Lost,,Kelvin King,REP,"KING, KELVIN",S,REP,GA,0.0,C,C,2021-04-12,1660863.62,1656119.43,4744.19,411828.54,Senate
Latham Saddler,Male,White,,,No,No,Georgia,Senator,,Lost,,Latham Saddler,REP,"SADDLER, LATHAM",S,REP,GA,0.0,C,C,2021-04-09,4264252.44,4258108.89,6143.55,21950.62,Senate
Herschel Junior Walker,Male,Black,,,No,No,Georgia,Senator,,Won,,Herschel Walker,REP,"WALKER, HERSCHEL MR.",S,REP,GA,0.0,C,C,2021-08-24,73748652.12,68726971.62,5021680.5,231497.9,Senate
"Earl L. ""Buddy"" Carter",Male,White,,,Yes,No,Georgia,Representative,1,Won,,Earl Carter,REP,"CARTER, EARL LEROY",H,REP,GA,1.0,C,I,2013-04-23,2127328.91,2015646.01,1817608.24,0.0,House
Vivian L. Childs,Male,Black,,,No,No,Georgia,Representative,2,Lost,,Vivian Childs,REP,"CHILDS, VIVIAN LOUISE",H,REP,GA,2.0,C,C,2014-03-10,16769.27,21127.86,158.99,10000.0,House
Jeremy Hunt,Male,Black,,,No,No,Georgia,Representative,2,Made runoff,Lost,Jeremy Hunt,REP,"HUNT, JEREMY",H,REP,GA,2.0,C,C,2022-01-12,994675.63,991098.06,3577.57,77247.66,House
Paul Whitehead,Male,White,,,No,No,Georgia,Representative,2,Lost,,Paul Whitehead,REP,"WHITEHEAD, PAUL",H,REP,GA,2.0,N,C,2022-03-31,0.0,0.0,0.0,0.0,House
Jared Craig,Male,White,,,No,Yes,Georgia,Representative,3,Lost,,Jared Craig,REP,"CRAIG, JARED B ESQ",S,REP,GA,0.0,C,C,2021-08-24,6355.0,4054.46,2300.54,0.0,Senate
Jared Craig,Male,White,,,No,Yes,Georgia,Representative,3,Lost,,Jared Craig,REP,"CRAIG, JARED",H,REP,GA,3.0,C,C,2021-09-28,39865.79,41657.58,-443.69,0.0,House
Jonathan Chavez,Male,White,,,No,No,Georgia,Representative,4,Won,,Jonathan Chavez,REP,"CHAVEZ, JONATHAN",H,REP,GA,4.0,N,C,2021-12-09,0.0,0.0,0.0,0.0,House
Surrea Ivy,Female,Black,,,No,No,Georgia,Representative,4,Lost,,Surrea Ivy,REP,"IVY, SURREA MRS.",H,REP,GA,4.0,N,C,2021-07-28,0.0,0.0,0.0,0.0,House
Christian Zimm,Male,White,,,No,No,Georgia,Representative,5,Won,,Christian Zimm,REP,"ZIMM, CHRISTIAN GERARD",H,REP,GA,5.0,C,C,2021-12-28,35221.14,24556.62,10664.52,0.0,House
Jake Evans,Male,White,,,No,No,Georgia,Representative,6,Made runoff,Lost,Jake Evans,REP,"EVANS, JAKE",H,REP,GA,6.0,C,C,2021-07-12,1992683.62,1992683.62,0.0,0.0,House
Byron Gatewood,Male,White,,,No,No,Georgia,Representative,6,Lost,,Byron Gatewood,REP,"GATEWOOD, BYRON",H,REP,GA,6.0,C,C,2022-01-30,106651.0,106651.0,0.0,0.0,House
Meagan Hanson,Female,White,,,No,No,Georgia,Representative,6,Lost,,Meagan Hanson,REP,"HANSON, MEAGAN MYERS",H,REP,GA,6.0,C,C,2021-07-12,539770.46,525478.29,14292.17,25939.06,House
Blake Harbin,Male,White,,,No,No,Georgia,Representative,6,Lost,,Blake Harbin,REP,"HARBIN, BLAKE",H,REP,GA,6.0,C,C,2020-01-10,520172.33,331826.35,188076.7,250000.0,House
Paulette Smith,Female,Black,,,No,No,Georgia,Representative,6,Lost,,Paulette Smith,REP,"SMITH, PAULETTE MISS",H,REP,GA,6.0,C,C,2020-01-29,7721.09,2138.89,5597.2,6399.9,House
Eugene Yu,Male,Asian (Korean),,,No,No,Georgia,Representative,6,Lost,,Eugene Yu,REP,"YU, EUGENE",H,REP,GA,6.0,C,C,2014-03-04,72089.7,51063.65,-3052.52,61000.0,House
Michael Corbin,Male,White,,,No,No,Georgia,Representative,7,Made runoff,Lost,Michael Corbin,REP,"CORBIN, MICHAEL",H,REP,GA,7.0,C,C,2020-12-20,19797.34,17142.58,2754.76,100.0,House
Mark Gonsalves,Male,White,,,No,No,Georgia,Representative,7,Made runoff,Won,Mark Gonsalves,REP,"GONSALVES, MARK",H,REP,GA,7.0,C,C,2019-04-29,567363.58,564475.64,2887.94,0.0,House
Lisa McCoy,Female,White,,,No,No,Georgia,Representative,7,Lost,,Lisa Mccoy,REP,"MCCOY, LISA",H,REP,GA,7.0,C,C,2022-03-10,9737.13,10283.73,-67.65,0.0,House
Mary West,Female,White,,,No,No,Georgia,Representative,7,Lost,,Mary West,REP,"WEST, MARY",H,REP,GA,7.0,C,O,2021-07-23,94060.93,82610.92,4767.01,0.0,House
Michael Boggus,Male,White,,,No,Yes,Georgia,Representative,9,Lost,,Michael Boggus,REP,"BOGGUS, MICHAEL SHANE",H,REP,GA,9.0,N,C,2020-01-03,0.0,0.0,0.0,0.0,House
Andrew Clyde,Male,White,,,Yes,No,Georgia,Representative,9,Won,,Andrew Clyde,REP,"CLYDE, ANDREW",H,REP,GA,9.0,C,I,2020-02-26,819947.75,803250.88,24805.35,1262363.64,House
John London,Male,White,,,No,Yes,Georgia,Representative,9,Lost,,John London,REP,"LONDON, JOHN",H,REP,GA,9.0,N,C,,0.0,0.0,0.0,0.0,House
Timothy Barr,Male,White,,,No,No,Georgia,Representative,10,Lost,,Timothy Barr,REP,"BARR, TIMOTHY",H,REP,GA,10.0,C,O,2021-05-14,665051.37,662923.31,2128.06,81168.77,House
Paul Broun,Male,White,,,No,No,Georgia,Representative,10,Lost,,Paul Broun,REP,"BROUN, PAUL",H,REP,GA,10.0,C,C,2016-03-10,534697.16,534681.58,1364.6,97638.88,House
David Curry,Male,White,,,No,No,Georgia,Representative,10,Lost,,David Curry,REP,"CURRY, DAVID",H,REP,GA,10.0,C,O,2021-06-01,709674.0,709674.0,0.0,0.0,House
Vernon J. Jones,Male,Black,,,No,No,Georgia,Representative,10,Made runoff,Lost,Vernon Jones,REP,"JONES, VERNON",H,REP,GA,10.0,C,O,2022-03-10,532520.99,532489.09,31.9,0.0,House
Marc McMain,Male,White,,,No,No,Georgia,Representative,10,Lost,,Marc Mcmain,REP,"MCMAIN, MARC",H,REP,GA,10.0,C,O,2021-05-06,667444.2,667444.2,0.0,0.0,House
Alan Sims,Male,White,,,No,No,Georgia,Representative,10,Lost,,Alan Sims,REP,"SIMS, ALAN",H,REP,GA,10.0,C,O,2021-07-20,703865.17,703865.17,0.0,0.0,House
Mitchell Swan,Male,White,,,No,No,Georgia,Representative,10,Lost,,Mitchell Swan,REP,"SWAN, MITCHELL",H,REP,GA,10.0,C,O,2021-07-22,301988.0,301988.0,0.0,0.0,House
Barry Loudermilk,Male,White,,,Yes,No,Georgia,Representative,11,Won,,Barry Loudermilk,REP,"LOUDERMILK, BARRY",H,REP,GA,11.0,C,I,2013-04-11,795499.29,898241.73,270089.15,0.0,House
Caesar Gonzales,Male,Latino,,,No,No,Georgia,Representative,13,Won,,Caesar Gonzales,REP,"GONZALES, CAESAR",H,REP,GA,13.0,C,C,2020-03-09,19033.64,18511.88,600.91,2524.31,House
Dominika Hawkins,Female,Black,,,No,No,Georgia,Representative,13,Lost,,Dominika Hawkins,REP,"HAWKINS, DOMINIKA",H,REP,GA,13.0,C,C,2022-03-23,5520.0,5520.0,0.0,0.0,House
Calina Plotky,Female,White,Latino (Brazilian),,No,No,Georgia,Representative,13,Lost,,Calina Plotky,REP,"PLOTKY, CALINA",H,REP,GA,13.0,C,C,2021-11-15,19934.0,17246.66,2687.34,4000.0,House
Eric Cunningham,Male,White,,,No,Yes,Georgia,Representative,14,Lost,,Eric Cunningham,REP,"CUNNINGHAM, ERIC B",H,REP,GA,14.0,C,C,2022-02-02,1656.04,2261.94,2351.66,3909.79,House
Marjorie Taylor Greene,Female,White,,,Yes,No,Georgia,Representative,14,Won,,Marjorie Greene,REP,"GREENE, MARJORIE TAYLOR MRS.",H,REP,GA,14.0,C,I,2019-05-29,12588124.11,11001460.9,1958194.38,950000.0,House
Charles Lutin,Male,White,,,No,Yes,Georgia,Representative,14,Lost,,Charles Lutin,REP,"LUTIN, CHARLES DAVID DOCTOR",H,REP,GA,14.0,C,C,2021-10-15,26717.28,26717.28,0.0,0.0,House
Jennifer Strahan,Female,White,,,No,Yes,Georgia,Representative,14,Lost,,Jennifer Strahan,REP,"STRAHAN, JENNIFER",H,REP,GA,14.0,C,C,2021-09-13,434993.49,413088.16,21905.33,0.0,House
Seth Synstelien,Male,White,,,No,Yes,Georgia,Representative,14,Lost,,Seth Synstelien,REP,"SYNSTELIEN, SETH",H,REP,GA,14.0,C,C,2022-03-14,11345.48,11265.12,80.36,0.0,House
David A. Perdue,Male,White,,,No,Yes,Georgia,Governor,,Lost,,David Perdue,REP,"PERDUE, DAVID",S,REP,GA,0.0,N,C,2013-08-22,2743221.39,15157223.02,0.0,0.0,Senate
Louie Sanchez,Male,Latino,,,No,No,New Mexico,Representative,1,Lost,,Louie Sanchez,REP,"SANCHEZ, LOUIE",H,REP,NM,1.0,C,C,2022-01-26,174207.11,174207.11,0.0,0.0,House
Mark D. Strauss,Male,White,,,No,Yes,Mississippi,Representative,1,Lost,,Mark Strauss,REP,"STRAUSS, MARK D",H,REP,MS,1.0,N,C,,0.0,0.0,0.0,0.0,House
Michael Carson,Male,White,,,No,No,Mississippi,Representative,2,Lost,,Michael Carson,REP,"CARSON, MICHAEL",H,REP,MS,2.0,N,C,,0.0,0.0,0.0,0.0,House
Brian Flowers,Male,White,,,No,No,Mississippi,Representative,2,Made runoff,Won,Brian Flowers,REP,"FLOWERS, BRIAN WESLEY",H,REP,MS,2.0,C,C,2020-01-06,49488.03,49973.12,398.56,0.0,House
Stanford Johnson,Male,Black,,,No,No,Mississippi,Representative,2,Lost,,Stanford Johnson,REP,"JOHNSON, STANFORD",H,REP,MS,2.0,N,C,,0.0,0.0,0.0,0.0,House
Thomas Griffin,Male,White,,,No,Yes,Mississippi,Representative,3,Lost,,Thomas Griffin,REP,"GRIFFIN, THOMAS",H,REP,MS,3.0,N,C,,0.0,0.0,0.0,0.0,House
Michael Guest,Male,White,,,Yes,No,Mississippi,Representative,3,Made runoff,Won,Michael Guest,REP,"GUEST, MICHAEL PATRICK",H,REP,MS,3.0,C,I,2018-01-12,1353829.76,1610880.15,25017.9,0.0,House
